"","symbol","date","CARD.x","DISC.x","HACK.x","INSD.x","PHYS.x","PORT.x","STAT.x","UNKN.x","IS_EFFECTIVE","MATERIAL_WEAKNESS","SIG_DEFICIENCY","IC_OP_TYPE","AUDITOR_FKEY","AUDITOR_AGREES","COMBINED_IC_OP","IC_IS_EFFECTIVE","AUDIT_FEES","NON_AUDIT_FEES","BENEFITS_FEES","IT_FEES","TAX_FEES","AUDIT_RELATED_FEES","OTHER_FEES","CARD.y","DISC.y","HACK.y","INSD.y","PHYS.y","PORT.y","STAT.y","UNKN.y","BRCH"
"149","AMTD",2006,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"150","AMTD",2007,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"151","AMTD",2007,0,0,1,0,0,0,0,0,1,0,0,1,2,NA,0,"1",2095020,147000,0,0,45000,77000,25000,0,0,0,0,0,0,0,0,0
"152","AMTD",2007,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"153","AMTD",2007,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,"1",2095020,147000,0,0,45000,77000,25000,0,0,0,0,0,0,0,0,0
"154","AMTD",2007,0,0,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"155","AMZN",2011,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,"1",5118000,533000,0,0,35000,498000,0,0,0,0,0,0,0,0,0,0
"156","AMZN",2011,0,1,0,0,0,0,0,0,1,0,0,1,2,NA,0,"1",5118000,533000,0,0,35000,498000,0,0,0,0,0,0,0,0,0,0
"157","AMZN",2011,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"158","AMZN",2011,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"159","AMZN",2011,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"160","ARW",2010,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"161","ARW",2010,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,"1",6876380,1978580,0,0,1388230,590349,0,0,0,0,0,0,0,0,0,0
"162","ARW",2010,0,0,0,0,0,1,0,0,1,0,1,1,2,NA,0,"1",6876380,1978580,0,0,1388230,590349,0,0,0,0,0,0,0,0,0,0
"163","ARW",2010,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"164","ARW",2010,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"165","ARW",2010,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"166","ARW",2010,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,"1",6876380,1978580,0,0,1388230,590349,0,0,0,0,0,0,0,0,0,0
"167","ARW",2010,0,0,0,0,0,1,0,0,1,0,1,1,2,NA,0,"1",6876380,1978580,0,0,1388230,590349,0,0,0,0,0,0,0,0,0,0
"168","ARW",2010,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"169","ARW",2010,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"170","AWI",2006,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"171","AWI",2006,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"172","AWI",2006,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"173","AWI",2006,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"174","AXP",2009,0,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"175","AXP",2009,0,0,0,1,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"176","AXP",2009,0,0,0,1,0,0,0,0,1,0,0,1,1,NA,1,"1",17000000,2027000,0,0,127000,1900000,0,0,0,0,0,0,0,0,0,0
"177","AXP",2009,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,"1",17000000,2027000,0,0,127000,1900000,0,0,0,0,0,0,0,0,0,0
"178","AXP",2009,0,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"179","AXP",2013,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"180","AXP",2013,0,0,0,0,0,0,0,1,1,0,0,1,1,NA,0,"1",20695000,4126000,0,0,119000,3933000,74000,0,0,0,0,0,0,0,0,0
"181","AXP",2013,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"1",20695000,4126000,0,0,119000,3933000,74000,0,0,0,0,0,0,0,0,0
"182","AXP",2013,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"183","AXP",2013,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"184","AXP",2013,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"185","AXP",2013,0,0,1,0,0,0,0,0,1,0,0,1,1,NA,0,"1",20695000,4126000,0,0,119000,3933000,74000,0,0,0,0,0,0,0,0,0
"186","AXP",2013,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,"1",20695000,4126000,0,0,119000,3933000,74000,0,0,0,0,0,0,0,0,0
"187","AXP",2013,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"188","AXP",2013,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"189","AXP",2014,0,0,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"190","AXP",2014,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,"1",21256000,4755000,0,0,137000,4553000,65000,0,0,0,0,0,0,0,0,0
"191","AXP",2014,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,"1",21256000,4755000,0,0,137000,4553000,65000,0,0,0,0,0,0,0,0,0
"192","AXP",2014,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"193","AXP",2014,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"194","AXP",2014,1,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"195","AXP",2014,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"1",21256000,4755000,0,0,137000,4553000,65000,0,0,0,0,0,0,0,0,0
"196","AXP",2014,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,"1",21256000,4755000,0,0,137000,4553000,65000,0,0,0,0,0,0,0,0,0
"197","AXP",2014,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"198","AXP",2014,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"199","BA",2005,0,0,0,0,0,1,0,0,1,0,0,1,3,1,0,"1",28300000,2800000,0,0,2500000,300000,0,0,0,0,0,0,0,0,0,0
"200","BA",2005,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"201","BA",2005,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"202","BA",2005,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"203","BA",2005,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,"1",28300000,2800000,0,0,2500000,300000,0,0,0,0,0,0,0,0,0,0
"204","BA",2006,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"205","BA",2006,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"206","BA",2006,0,0,0,0,0,1,0,0,1,0,0,1,3,1,0,"1",31500000,2700000,0,0,2000000,700000,0,0,0,0,0,0,0,0,0,0
"207","BA",2006,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,"1",31500000,2700000,0,0,2000000,700000,0,0,0,0,0,0,0,0,0,0
"208","BA",2006,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"209","BA",2006,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"210","BA",2006,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"211","BA",2006,0,0,0,0,0,1,0,0,1,0,0,1,3,1,0,"1",31500000,2700000,0,0,2000000,700000,0,0,0,0,0,0,0,0,0,0
"212","BA",2006,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,"1",31500000,2700000,0,0,2000000,700000,0,0,0,0,0,0,0,0,0,0
"213","BA",2006,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"214","BA",2006,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"215","BA",2006,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"216","BA",2006,0,0,0,0,0,1,0,0,1,0,0,1,3,1,0,"1",31500000,2700000,0,0,2000000,700000,0,0,0,0,0,0,0,0,0,0
"217","BA",2006,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,"1",31500000,2700000,0,0,2000000,700000,0,0,0,0,0,0,0,0,0,0
"218","BA",2006,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"219","BA",2014,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,"1",26400000,200000,0,0,100000,0,100000,0,0,0,0,0,0,0,0,0
"220","BA",2014,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"221","BA",2014,0,0,1,0,0,0,0,0,1,0,0,1,3,1,0,"1",26400000,200000,0,0,100000,0,100000,0,0,0,0,0,0,0,0,0
"222","BA",2014,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"223","BA",2014,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"224","BAC",2005,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,"1",27400000,20400000,0,0,13500000,6700000,200000,0,0,0,0,0,0,0,0,0
"225","BAC",2005,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"226","BAC",2005,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"227","BAC",2005,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"1",27400000,20400000,0,0,13500000,6700000,200000,0,0,0,0,0,0,0,0,0
"228","BAC",2005,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"229","BAC",2009,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"230","BAC",2009,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"1",94800000,33200000,0,0,20800000,11100000,1300000,0,0,0,0,0,0,0,0,0
"231","BAC",2009,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"232","BAC",2009,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"233","BAC",2009,1,0,0,0,0,0,0,0,1,0,0,1,1,NA,1,"1",94800000,33200000,0,0,20800000,11100000,1300000,0,0,0,0,0,0,0,0,0
"234","BBY",2011,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"235","BBY",2011,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"236","BBY",2011,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"237","BBY",2011,0,0,1,0,0,0,0,0,1,0,0,1,3,1,0,"1",3490000,3355000,0,0,395000,2960000,0,0,0,0,0,0,0,0,0,0
"238","BBY",2011,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,"1",3490000,3355000,0,0,395000,2960000,0,0,0,0,0,0,0,0,0,0
"239","BC",2007,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,"1",5370000,573000,0,0,453000,120000,0,0,0,0,0,0,0,0,0,0
"240","BC",2007,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"241","BC",2007,0,0,1,0,0,0,0,0,1,0,0,1,2,NA,0,"1",5370000,573000,0,0,453000,120000,0,0,0,0,0,0,0,0,0,0
"242","BC",2007,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"243","BC",2007,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"244","BC",2008,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"245","BC",2008,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"246","BC",2008,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"247","BC",2008,0,0,0,0,0,0,1,0,1,0,1,1,2,NA,0,"1",5361210,705947,0,0,580947,125000,0,0,0,0,0,0,0,0,0,0
"248","BC",2008,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,"1",5361210,705947,0,0,580947,125000,0,0,0,0,0,0,0,0,0,0
"249","BKS",2012,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"250","BKS",2012,1,0,0,0,0,0,0,0,1,0,0,1,11761,NA,0,"1",1664150,556272,74570,0,241967,239735,0,0,0,0,0,0,0,0,0,0
"251","BKS",2012,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"252","BKS",2012,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"253","BKS",2012,1,0,0,0,0,0,0,0,1,0,0,0,11761,0,0,"1",1664150,556272,74570,0,241967,239735,0,0,0,0,0,0,0,0,0,0
"254","BLKB",2009,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"1",835449,11620,0,0,10000,0,1620,0,0,0,0,0,0,0,0,0
"255","BLKB",2009,0,0,0,0,0,1,0,0,1,0,0,1,1,NA,1,"1",835449,11620,0,0,10000,0,1620,0,0,0,0,0,0,0,0,0
"256","BLKB",2009,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"257","BLKB",2009,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"258","BLKB",2009,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"259","BOH",2013,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"260","BOH",2013,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"261","BOH",2013,0,0,1,0,0,0,0,0,1,0,0,1,2,NA,0,"1",1300360,232544,0,0,38544,194000,0,0,0,0,0,0,0,0,0,0
"262","BOH",2013,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,"1",1300360,232544,0,0,38544,194000,0,0,0,0,0,0,0,0,0,0
"263","BOH",2013,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"264","BR",2009,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"265","BR",2009,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"266","BR",2009,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"267","BR",2009,0,1,0,0,0,0,0,0,1,0,0,1,3,NA,1,"1",3583000,2007000,0,0,157000,1850000,0,0,0,0,0,0,0,0,0,0
"268","BR",2009,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,"1",3583000,2007000,0,0,157000,1850000,0,0,0,0,0,0,0,0,0,0
"269","BSX",2014,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"270","BSX",2014,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,"1",12696000,2277000,0,0,527000,1750000,0,0,0,0,0,0,0,0,0,0
"271","BSX",2014,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"272","BSX",2014,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"273","BSX",2014,0,0,1,0,0,0,0,0,1,0,0,1,2,1,0,"1",12696000,2277000,0,0,527000,1750000,0,0,0,0,0,0,0,0,0,0
"274","C",2005,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,"1",51900000,15900000,0,0,6000000,9900000,0,0,0,0,0,0,0,0,0,0
"275","C",2005,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"276","C",2005,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"277","C",2005,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"278","C",2005,0,0,0,0,0,1,0,0,1,0,0,1,4,1,0,"1",51900000,15900000,0,0,6000000,9900000,0,0,0,0,0,0,0,0,0,0
"279","C",2006,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"280","C",2006,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"281","C",2006,0,0,0,0,0,1,0,0,1,0,0,1,4,1,0,"1",52900000,15900000,0,0,4300000,11600000,0,0,0,0,0,0,0,0,0,0
"282","C",2006,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,"1",52900000,15900000,0,0,4300000,11600000,0,0,0,0,0,0,0,0,0,0
"283","C",2006,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"284","C",2007,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"285","C",2007,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"286","C",2007,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"287","C",2007,0,1,0,0,0,0,0,0,1,0,0,1,4,NA,0,"1",63600000,24500000,0,0,6400000,18100000,0,0,0,0,0,0,0,0,0,0
"288","C",2007,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,"1",63600000,24500000,0,0,6400000,18100000,0,0,0,0,0,0,0,0,0,0
"289","C",2007,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"290","C",2007,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"291","C",2007,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"292","C",2007,0,0,0,0,0,1,0,0,1,0,0,1,4,NA,0,"1",63600000,24500000,0,0,6400000,18100000,0,0,0,0,0,0,0,0,0,0
"293","C",2007,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,"1",63600000,24500000,0,0,6400000,18100000,0,0,0,0,0,0,0,0,0,0
"294","C",2009,1,0,0,0,0,0,0,0,1,0,0,1,4,NA,0,"1",67200000,28700000,0,0,10000000,18700000,0,0,0,0,0,0,0,0,0,0
"295","C",2009,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"296","C",2009,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"297","C",2009,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,"1",67200000,28700000,0,0,10000000,18700000,0,0,0,0,0,0,0,0,0,0
"298","C",2009,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"299","C",2010,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"300","C",2010,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"301","C",2010,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,"1",70300000,26900000,0,0,10500000,16400000,0,0,0,0,0,0,0,0,0,0
"302","C",2010,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"303","C",2010,0,1,0,0,0,0,0,0,1,0,0,1,4,NA,0,"1",70300000,26900000,0,0,10500000,16400000,0,0,0,0,0,0,0,0,0,0
"304","C",2010,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"305","C",2010,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"306","C",2010,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,"1",70300000,26900000,0,0,10500000,16400000,0,0,0,0,0,0,0,0,0,0
"307","C",2010,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"308","C",2010,0,1,0,0,0,0,0,0,1,0,0,1,4,NA,0,"1",70300000,26900000,0,0,10500000,16400000,0,0,0,0,0,0,0,0,0,0
"309","C",2011,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"310","C",2011,0,0,0,0,0,0,0,1,1,0,0,1,4,NA,0,"1",68800000,25400000,0,0,8700000,16700000,0,0,0,0,0,0,0,0,0,0
"311","C",2011,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,"1",68800000,25400000,0,0,8700000,16700000,0,0,0,0,0,0,0,0,0,0
