tic,emp (000),ni M$,sale M$,mkvalt M$,gvkey,datadate,fyear
A,21,327,5139,16101.03,126554,20051031,2005
A,18.7,3307,4973,14524.8,126554,20061031,2006
A,19.4,638,5420,13634.5,126554,20071031,2007
A,19.6,693,5774,7766.5,126554,20081031,2008
A,16.8,-31,4481,8563.7015,126554,20091031,2009
A,18.5,684,5463,12045.8112,126554,20101031,2010
A,18.7,1012,6626,12840.3807,126554,20111031,2011
A,20.5,1153,6858,12469.5633,126554,20121031,2012
A,20.6,724,6782,16867.4972,126554,20131031,2013
A,21.4,504,6981,18516.9205,126554,20141031,2014
A,11.8,401,4038,12536.32,126554,20151031,2015
A,,460,4202,14116.68,126554,20161031,2016
AA,,,,,27638,20111231,2011
AA,,,,,27638,20121231,2012
AA,,,,,27638,20131231,2013
AA,,-256,13147,,27638,20141231,2014
AA,16,-863,11199,,27638,20151231,2015
AAN,7.6,57.993,1124.006,1040.3799,1076,20051231,2005
AAN,8.4,78.635,1319.392,1537.97,1076,20061231,2006
AAN,9.6,80.275,1490.033,1014.935,1076,20071231,2007
AAN,9.6,90.189,1592.608,1389.332,1076,20081231,2008
AAN,10,112.601,1752.787,1463.4506,1076,20091231,2009
AAN,10.4,118.376,1876.847,1632.9739,1076,20101231,2010
AAN,11.2,113.767,2024.049,2018.0752,1076,20111231,2011
AAN,11.9,173.043,2222.588,2141.3616,1076,20121231,2012
AAN,12.6,120.666,2234.631,2144.9358,1076,20131231,2013
AAN,12.4,78.233,2725.239,2215.9582,1076,20141231,2014
AAN,12.7,135.709,3179.756,1625.514,1076,20151231,2015
AAP,42.427,234.725,4264.971,4702.2851,145977,20051231,2005
AAP,43.772,231.318,4616.503,3746.2816,145977,20061231,2006
AAP,44.065,238.317,4844.404,3763.2894,145977,20071231,2007
AAP,47.582,238.038,5142.255,3191.7698,145977,20081231,2008
AAP,49,270.373,5412.623,3789.859,145977,20091231,2009
AAP,51.017,346.053,5925.203,5421.3894,145977,20101231,2010
AAP,52.002,394.682,6170.462,5068.9944,145977,20111231,2011
AAP,53.473,387.67,6205.003,5309.2601,145977,20121231,2012
AAP,54.278,391.758,6493.814,8061.9312,145977,20131231,2013
AAP,73,493.825,9843.861,11639.2267,145977,20141231,2014
AAP,73,473.398,9737.018,11034.4901,145977,20151231,2015
AAT,,,,,185549,20051231,
AAT,,,,,185549,20061231,
AAT,,,,,185549,20071231,
AAT,,-7.017,104.376,,185549,20081231,2008
AAT,,6.444,113.487,,185549,20091231,2009
AAT,0.11,4.379,131.402,,185549,20101231,2010
AAT,0.108,2.917,211.3,805.7148,185549,20111231,2011
AAT,0.114,35.468,235.802,,185549,20121231,2012
AAT,0.116,15.756,255.205,1273.3236,185549,20131231,2013
AAT,0.113,22.13,260.155,,185549,20141231,2014
AAT,0.131,38.677,275.713,1741.3968,185549,20151231,2015
AB,4.312,248.064,275.054,4645.2857,14592,20051231,2005
AB,4.914,324.996,359.469,6887.7072,14592,20061231,2006
AB,5.58,376.152,415.256,6542.837,14592,20071231,2007
AB,4.997,244.726,278.636,1877.836,14592,20081231,2008
AB,4.369,167.189,192.513,2847.9912,14592,20091231,2009
AB,4.256,134.158,162.217,2451.6797,14592,20101231,2010
AB,3.964,-93.268,-65.581,1375.6628,14592,20111231,2011
AB,3.318,51.085,70.807,1833.1654,14592,20121231,2012
AB,3.295,165.502,185.912,2049.2375,14592,20131231,2013
AB,3.487,180.814,203.277,2602.5533,14592,20141231,2014
AB,3.6,188.178,212.498,2386.0494,14592,20151231,2015
ABBV,,,,,16101,20081231,2008
ABBV,,,,,16101,20091231,2009
ABBV,,4177.866,15637.731,,16101,20101231,2010
ABBV,,3433.128,17443.951,,16101,20111231,2011
ABBV,21.5,5275,18380,,16101,20121231,2012
ABBV,25,4128,18790,83828.5344,16101,20131231,2013
ABBV,26,1774,19960,104140.4962,16101,20141231,2014
ABBV,28,5144,22859,95370.0613,16101,20151231,2015
ABC,13.4,264.645,54577.321,8106.9148,31673,20050930,2005
ABC,14.7,467.714,61203.145,8875.0652,31673,20060930,2006
ABC,11.3,469.167,66074.312,7682.3471,31673,20070930,2007
ABC,10.9,250.559,70189.733,5881.4948,31673,20080930,2008
ABC,10.3,503.397,71759.99,6443.6944,31673,20090930,2009
ABC,10,636.748,77953.979,8508.7939,31673,20100930,2010
ABC,10.3,706.624,80217.558,9727.1346,31673,20110930,2011
ABC,14.5,718.986,79489.596,9112.1017,31673,20120930,2012
ABC,13,433.707,87959.167,14052.6334,31673,20130930,2013
ABC,14,276.484,119569.127,17153.5657,31673,20140930,2014
ABC,17.5,-134.887,135961.803,19652.6711,31673,20150930,2015
ABC,19,1427.929,146849.686,17775.7198,31673,20160930,2016
ABG,8.8,61.081,5540.663,540.6781,144640,20051231,2005
ABG,8.3,60.749,5748.331,790.061,144640,20061231,2006
ABG,8.3,50.955,5712.967,475.3091,144640,20071231,2007
ABG,7.3,-338,4614.8,146.0206,144640,20081231,2008
ABG,6.6,13.4,3650.6,373.9294,144640,20091231,2009
ABG,7.1,38.1,3936,606.107,144640,20101231,2010
ABG,6.8,67.9,4276.7,675.2592,144640,20111231,2011
ABG,7,82.2,4640.3,1003.0835,144640,20121231,2012
ABG,7.6,109.1,5334.9,1653.3111,144640,20131231,2013
ABG,8.3,111.6,5867.7,2165.5421,144640,20141231,2014
ABG,8.6,169.2,6588.3,1673.2538,144640,20151231,2015
ABM,73,57.941,2582.266,970.2288,1410,20051031,2005
ABM,75,93.205,2712.668,965.8911,1410,20061031,2006
ABM,77,52.44,2837.811,1176.4469,1410,20071031,2007
ABM,100,45.434,3623.59,832.2258,1410,20081031,2008
ABM,91,54.293,3481.823,970.7006,1410,20091031,2009
ABM,96,64.121,3495.747,1186.9193,1410,20101031,2010
ABM,96,68.504,4246.842,1078.3933,1410,20111031,2011
ABM,95,62.582,4300.265,1033.486,1410,20121031,2012
ABM,110,72.9,4809.281,1526.1998,1410,20131031,2013
ABM,118,75.6,5032.8,1539.2992,1410,20141031,2014
ABM,120,76.3,4897.8,1593.4104,1410,20151031,2015
ABR,0.023,50.387,130.061,,160173,20051231,2005
ABR,0.03,50.414,177.788,,160173,20061231,2006
ABR,0.029,84.534,308.598,,160173,20071231,2007
ABR,0.032,-81.23,205.021,,160173,20081231,2008
ABR,0.029,-230.631,118.55,,160173,20091231,2009
ABR,0.032,112.91,97.861,,160173,20101231,2010
ABR,0.032,-40.312,101.895,,160173,20111231,2011
ABR,0.03,21.501,110.755,187.1815,160173,20121231,2012
ABR,0.037,21.175,128.948,327.2458,160173,20131231,2013
ABR,0.037,93.048,141.251,341.7293,160173,20141231,2014
ABR,0.039,53.429,146.99,364.3855,160173,20151231,2015
ABT,59.735,3372.065,22287.808,60692.0361,1078,20051231,2005
ABT,66.663,1716.755,22476.322,74879.1065,1078,20061231,2006
ABT,68,3606.314,25914.238,87027.4465,1078,20071231,2007
ABT,69,4880.719,29527.552,82853.3492,1078,20081231,2008
ABT,73,5745.838,30764.707,83747.5603,1078,20091231,2009
ABT,90,4626.172,35166.721,74116.0034,1078,20101231,2010
ABT,91,4728.449,38851.259,88302.4112,1078,20111231,2011
ABT,91,5962.92,39873.91,103271.6885,1078,20121231,2012
ABT,69,2576,21848,59338.5963,1078,20131231,2013
ABT,77,2284,20247,67891.7357,1078,20141231,2014
ABT,74,4423,20405,66137.3852,1078,20151231,2015
ACC,0.828,9.662,88.299,426.312,161048,20051231,2005
ACC,0.897,22.597,120.183,652.0484,161048,20061231,2006
ACC,1.084,-1.686,148.612,,161048,20071231,2007
ACC,2.301,-13.055,234.925,,161048,20081231,2008
ACC,2.183,-12.84,307.637,,161048,20091231,2009
ACC,2.334,16.21,343.155,,161048,20101231,2010
ACC,2.387,56.629,390.26,,161048,20111231,2011
ACC,2.913,56.636,493.494,4828.1965,161048,20121231,2012
ACC,3.059,104.644,660.467,3375.0604,161048,20131231,2013
ACC,3.227,62.839,738.083,4432.758,161048,20141231,2014
ACC,3.108,115.991,757.802,4644.1769,161048,20151231,2015
ACM,22,53.814,2395.34,,147988,20050930,2005
ACM,27.3,53.686,3421.492,,147988,20060930,2006
ACM,32,100.297,4237.27,3460.2357,147988,20070930,2007
ACM,43,147.226,5194.482,2516.9045,147988,20080930,2008
ACM,43.2,189.696,6119.465,3009.5546,147988,20090930,2009
ACM,48.1,236.887,6545.791,2797.5904,147988,20100930,2010
ACM,45,275.8,8037.374,2001.0922,147988,20110930,2011
ACM,46.8,-58.567,8218.18,2264.9876,147988,20120930,2012
ACM,45.5,239.243,8153.495,3002.4203,147988,20130930,2013
ACM,43.3,229.854,8356.783,3264.165,147988,20140930,2014
ACM,92,-154.845,17989.88,4161.2726,147988,20150930,2015
ACM,87,96.109,17410.825,4575.5065,147988,20160930,2016
ACN,123,940.474,17094.42,13918.736,143357,20050831,2005
ACN,140,973.329,18228.366,17219.8545,143357,20060831,2006
ACN,170,1243.148,21452.747,24557.9044,143357,20070831,2007
ACN,186,1691.751,25313.826,25348.7995,143357,20080831,2008
ACN,177,1589.963,23170.968,20557.548,143357,20090831,2009
ACN,204,1780.656,23094.078,22876.3908,143357,20100831,2010
ACN,236,2277.677,27352.914,34374.4481,143357,20110831,2011
ACN,257,2553.51,29777.985,39016.1464,143357,20120831,2012
ACN,275,3281.878,30394.285,45954.1068,143357,20130831,2013
ACN,305,2941.498,31874.678,50946.1289,143357,20140831,2014
ACN,358,3053.581,32914.424,59079.1033,143357,20150831,2015
ACN,384,4111.892,34797.661,71377.395,143357,20160831,2016
ACRE,0,,,,189516,20111231,2011
ACRE,0,0.86,9.278,152.1641,189516,20121231,2012
ACRE,0.09,13.766,47.36,,189516,20131231,2013
ACRE,,24.396,98.78,,189516,20141231,2014
ACRE,,34.285,121.75,327.2984,189516,20151231,2015
ACW,4.745,51.229,1229.311,437.439,145979,20051231,2005
ACW,4.622,65.133,1408.155,392.411,145979,20061231,2006
ACW,3.5,-8.639,1003.086,277.9453,145979,20071231,2007
ACW,2.98,-328.266,931.409,8.2499,145979,20081231,2008
ACW,2.45,-140.112,570.193,,145979,20091231,2009
ACW,2.927,-75.73,763.988,750.0124,145979,20101231,2010
ACW,3.28,-17.031,936.095,336.6834,145979,20111231,2011
ACW,2.752,-178.007,929.771,152.1059,145979,20121231,2012
ACW,2.056,-38.313,642.883,177.231,145979,20131231,2013
ACW,2.247,-2.307,705.178,207.1005,145979,20141231,2014
ACW,2.29,-7.634,685.574,79.6036,145979,20151231,2015
ADC,0.008,16.048,31.579,222.7323,30067,20051231,2005
ADC,0.008,13.974,32.908,,30067,20061231,2006
ADC,0.01,15.482,34.468,233.3954,30067,20071231,2007
ADC,0.011,15.017,35.654,,30067,20081231,2008
ADC,0.01,17.044,37.26,,30067,20091231,2009
ADC,0.011,15.067,36.112,255.5882,30067,20101231,2010
ADC,0.013,9.551,36.32,240.1918,30067,20111231,2011
ADC,0.014,18.049,35.79,,30067,20121231,2012
ADC,0.014,19.675,43.518,,30067,20131231,2013
ADC,0.014,18.488,53.559,,30067,20141231,2014
ADC,0.02,39.018,69.966,701.4516,30067,20151231,2015
ADM,25.641,1044.385,35943.81,13905.5306,1722,20050630,2005
ADM,26.8,1312.07,36596.111,27066.6768,1722,20060630,2006
ADM,27.3,2162,44018,21276.87,1722,20070630,2007
ADM,27.6,1802,69816,21735,1722,20080630,2008
ADM,28.2,1707,69198,17186.34,1722,20090630,2009
ADM,29.3,1930,61682,16498.98,1722,20100630,2010
ADM,30.7,2036,80676,20381.4,1722,20110630,2011
ADM,30,1223,89038,19453.68,1722,20120630,2012
ADM,31.1,1342,89804,28600.6,1722,20131231,2013
ADM,33.9,2248,81201,33124,1722,20141231,2014
ADM,32.3,1849,67702,21824.6,1722,20151231,2015
ADS,8,138.745,1552.437,2862.418,143974,20051231,2005
ADS,9.3,189.605,1998.742,4975.9854,143974,20061231,2006
ADS,9.8,164.061,2291.189,5906.3624,143974,20071231,2007
ADS,7.4,217.393,2025.267,2922.4097,143974,20081231,2008
ADS,7.4,143.734,1964.341,3371.5334,143974,20091231,2009
ADS,7.6,193.737,2791.421,3648.8821,143974,20101231,2010
ADS,8.6,315.286,3173.287,5174.3472,143974,20111231,2011
ADS,10.7,422.256,3641.39,7180.5303,143974,20121231,2012
ADS,12,496.17,4319.063,13554.0415,143974,20131231,2013
ADS,15,491.518,5302.94,18253.4226,143974,20141231,2014
ADS,16,551.516,6439.746,16836.7519,143974,20151231,2015
AEE,9.136,619,6780,10488.828,10860,20051231,2005
AEE,8.988,558,6880,11100.618,10860,20061231,2006
AEE,9.069,629,7546,11291.943,10860,20071231,2007
AEE,9.524,615,7839,7061.098,10860,20081231,2008
AEE,9.78,612,7090,6635.33,10860,20091231,2009
AEE,9.474,139,7638,6776.876,10860,20101231,2010
AEE,9.323,519,7531,8037.338,10860,20111231,2011
AEE,9.097,-974,6828,7452.672,10860,20121231,2012
AEE,8.527,289,5838,8772.416,10860,20131231,2013
AEE,8.527,586,6053,11191.138,10860,20141231,2014
AEE,8.527,630,6098,10487.598,10860,20151231,2015
AEL,0.27,42.992,567.718,,156383,20051231,2005
AEL,0.28,75.485,915.86,,156383,20061231,2006
AEL,0.29,28.976,714.5,,156383,20071231,2007
AEL,0.33,20.775,328.158,,156383,20081231,2008
AEL,0.36,68.53,1189.588,414.2294,156383,20091231,2009
AEL,0.36,42.933,1285.884,,156383,20101231,2010
AEL,0.386,86.248,1139.775,598,156383,20111231,2011
AEL,0.399,57.798,1588.558,751.0493,156383,20121231,2012
AEL,0.416,253.283,2643.207,,156383,20131231,2013
AEL,0.418,126.023,2181.475,,156383,20141231,2014
AEL,0.49,219.83,1518.937,1954.9366,156383,20151231,2015
AEO,20.6,213.343,1881.241,3796.9952,30059,20050131,2004
AEO,23,294.153,2309.371,3991.1784,30059,20060131,2005
AEO,27.6,387.359,2794.409,7165.1759,30059,20070131,2006
AEO,38.7,400.019,3055.419,4698.9504,30059,20080131,2007
AEO,37.5,179.061,2988.866,1849.5818,30059,20090131,2008
AEO,39.4,169.022,2990.52,3286.5605,30059,20100131,2009
AEO,39.9,140.647,2967.559,2810.5324,30059,20110131,2010
AEO,39.6,151.705,3159.818,2731.3183,30059,20120131,2011
AEO,44,232.108,3475.802,3892.5268,30059,20130131,2012
AEO,40,82.983,3305.802,2613.306,30059,20140131,2013
AEO,38,80.322,3282.867,2731.0046,30059,20150131,2014
AEO,37.8,218.138,3521.848,2637.1764,30059,20160131,2015
AEP,19.63,821,12111,14603.0377,1440,20051231,2005
AEP,20.442,1005,12622,16890.4215,1440,20061231,2006
AEP,20.861,1092,13380,18643.8811,1440,20071231,2007
AEP,21.912,1383,14440,13514.0429,1440,20081231,2008
AEP,21.673,1360,13489,16631.4987,1440,20091231,2009
AEP,18.712,1214,14427,17299.4359,1440,20101231,2010
AEP,18.71,1946,15116,19970.2041,1440,20111231,2011
AEP,18.513,1259,14945,20728.3102,1440,20121231,2012
AEP,18.521,1480,15357,22798.697,1440,20131231,2013
AEP,18.529,1634,17020,29716.4894,1440,20141231,2014
AEP,17.405,2047.1,16453.2,28613.6583,1440,20151231,2015
AER,0.233,83.363,455.15,,176092,20051231,2005
AER,0.351,87.996,759.402,1971.1577,176092,20061231,2006
AER,0.402,188.453,1126.832,1774.7222,176092,20071231,2007
AER,0.382,151.806,1233.556,255.9614,176092,20081231,2008
AER,0.345,165.166,987.459,770.4352,176092,20091231,2009
AER,0.356,207.573,1822.66,2107.1558,176092,20101231,2010
AER,0.153,172.224,1069.595,1579.4597,176092,20111231,2011
AER,0.159,163.655,1014.458,1555.3541,176092,20121231,2012
AER,0.163,292.41,996.798,4363.6164,176092,20131231,2013
AER,0.722,810.447,3773.615,8242.1848,176092,20141231,2014
AER,0.785,1178.73,5329.148,8646.7607,176092,20151231,2015
AES,30,630,11086,10382.6279,24216,20051231,2005
AES,32,204,11564,14659.377,24216,20061231,2006
AES,28,-95,13588,14338.5726,24216,20071231,2007
AES,25,1234,16102,5461.3649,24216,20081231,2008
AES,27,658,14119,8886.8208,24216,20091231,2009
AES,29,9,16647,9593.0533,24216,20101231,2010
AES,27,58,17274,9059.8022,24216,20111231,2011
AES,25,-912,18046,7963.6248,24216,20121231,2012
AES,22,114,15891,10483.5911,24216,20131231,2013
AES,18.5,769,17146,9692.0283,24216,20141231,2014
AES,21,306,14866,6381.3621,24216,20151231,2015
AET,28.2,1634.5,22491.9,26713.3075,1177,20051231,2005
AET,30,1701.7,25145.7,22280.88,1177,20061231,2006
AET,35.2,1831,27599.6,28651.399,1177,20071231,2007
AET,35.5,1384.1,30950.7,13004.55,1177,20081231,2008
AET,35,1276.5,34733.9,13656.36,1177,20091231,2009
AET,34,1766.8,34246,11728.044,1177,20101231,2010
AET,33.3,1985.7,33779.8,14753.843,1177,20111231,2011
AET,35,1657.9,36595.9,15171.156,1177,20121231,2012
AET,48.6,1913.6,47284.9,,1177,20131231,2013
AET,48.8,2040.8,58003.2,31072.734,1177,20141231,2014
AET,50.1,2390.2,60226.9,37787.94,1177,20151231,2015
AF,1.658,233.803,1185.186,2895.9588,29246,20051231,2005
AF,1.626,174.897,1183.62,2776.409,29246,20061231,2006
AF,1.615,124.822,1181.112,2093.5321,29246,20071231,2007
AF,1.575,75.342,1100.891,1494.2086,29246,20081231,2008
AF,1.699,27.684,1078.942,1153.243,29246,20091231,2009
AF,1.662,73.734,931.787,1313.6048,29246,20101231,2010
AF,1.73,67.209,764.163,819.2426,29246,20111231,2011
AF,1.614,53.091,673.744,912.1507,29246,20121231,2012
AF,1.603,66.593,588.002,1366.9849,29246,20131231,2013
AF,1.649,95.916,547.198,1335.1984,29246,20141231,2014
AF,1.601,88.075,528.012,1596.4279,29246,20151231,2015
AFG,,206.58,4038.283,2990.7851,8431,20051231,2005
AFG,6.7,453.4,4226.5,4284.2066,8431,20061231,2006
AFG,6.9,383.2,4404.7,,8431,20071231,2007
AFG,7.3,195.8,4292.7,,8431,20081231,2008
AFG,6.9,519.3,4249.5,,8431,20091231,2009
AFG,6.45,479,4519,,8431,20101231,2010
AFG,6.5,343,4716,,8431,20111231,2011
AFG,6.1,488,4861,,8431,20121231,2012
AFG,6.3,471,5092,,8431,20131231,2013
AFG,7.2,452,5695,5325.6905,8431,20141231,2014
AFG,7.4,352,6118,6305.1259,8431,20151231,2015
AFL,6.97,1483,14363,,1449,20051231,2005
AFL,7.411,1483,14616,22657.3,1449,20061231,2006
AFL,8.048,1634,15393,,1449,20071231,2007
AFL,7.949,1254,16554,21389.6316,1449,20081231,2008
AFL,8.057,1497,18237,,1449,20091231,2009
AFL,7.919,2344,20732,,1449,20101231,2010
AFL,8.562,1964,22171,20172.5706,1449,20111231,2011
AFL,8.965,2866,25364,,1449,20121231,2012
AFL,9.141,3158,23939,,1449,20131231,2013
AFL,9.525,2951,22728,,1449,20141231,2014
AFL,9.915,2533,20872,25420.362,1449,20151231,2015
AGCO,13.023,31.6,5449.7,1499.7176,25180,20051231,2005
AGCO,12.804,-64.9,5435,2821.0473,25180,20061231,2006
AGCO,13.72,246.3,6828.1,6227.6478,25180,20071231,2007
AGCO,15.606,400,8424.6,2166.6,25180,20081231,2008
AGCO,14.456,135.7,6630.4,2989.9624,25180,20091231,2009
AGCO,14.311,220.5,6896.6,4718.675,25180,20101231,2010
AGCO,17.366,583.3,8773.2,4176.4692,25180,20111231,2011
AGCO,20.32,522.1,9962.2,4755.6019,25180,20121231,2012
AGCO,22.111,597.2,10786.9,5762.8568,25180,20131231,2013
AGCO,20.828,410.4,9723.7,4029.3992,25180,20141231,2014
AGCO,19.588,266.4,7467.3,3804.3629,25180,20151231,2015
AGM,0.046,29.507,209.717,,15153,20051231,2005
AGM,0.045,32.013,277.032,279.2415,15153,20061231,2006
AGM,0.042,6.661,284.545,,15153,20071231,2007
AGM,0.043,-150.363,146.272,,15153,20081231,2008
AGM,0.053,99.6,275.247,,15153,20091231,2009
AGM,0.058,31.993,243.685,,15153,20101231,2010
AGM,0.062,16.663,227.298,,15153,20111231,2011
AGM,0.064,46.773,268.405,340.402,15153,20121231,2012
AGM,0.067,75.328,299.707,,15153,20131231,2013
AGM,0.071,48.09,274.357,,15153,20141231,2014
AGM,0.071,68.7,284.964,332.7182,15153,20151231,2015
AGN,3.844,138.233,1646.203,3309.6806,27845,20051231,2005
AGN,5.83,-445.005,1979.244,2667.216,27845,20061231,2006
AGN,5.64,141.03,2496.651,2813.2781,27845,20071231,2007
AGN,5.07,238.379,2535.501,2779.4346,27845,20081231,2008
AGN,5.83,222,2793,4887.874,27845,20091231,2009
AGN,6.03,184.4,3566.9,6497.57,27845,20101231,2010
AGN,6.686,260.9,4577,7675.248,27845,20111231,2011
AGN,17.7,97.3,5914.9,10982.2,27845,20121231,2012
AGN,19.2,-750.4,8677.6,29262.576,27845,20131231,2013
AGN,21.6,-1630.5,13062.3,68445.319,27845,20141231,2014
AGN,31.2,3915.2,15071,123281.25,27845,20151231,2015
AGO,0.126,188.448,294.534,1898.2072,157955,20051231,2005
AGO,0.135,159.734,322.058,,157955,20061231,2006
AGO,0.147,-303.272,-299.322,,157955,20071231,2007
AGO,0.16,68.883,553.188,,157955,20081231,2008
AGO,0.35,97.186,902.513,,157955,20091231,2009
AGO,0.35,493.707,1342.353,,157955,20101231,2010
AGO,0.321,775.62,1801.913,2394.581,157955,20111231,2011
AGO,0.319,110,951,,157955,20121231,2012
AGO,0.326,808,1609,4297.579,157955,20131231,2013
AGO,0.3,1088,2015,4114.3989,157955,20141231,2014
AGO,0.3,1056,2008,3645.4635,157955,20151231,2015
AGR,,,,,26658,20111231,2011
AGR,,,,,26658,20121231,2012
AGR,,,,,26658,20131231,2013
AGR,,424,4594,,26658,20141231,2014
AGR,6.809,267,4367,11860.416,26658,20151231,2015
AGX,0.164,-3.193,14.518,15.5884,8832,20050131,2004
AGX,0.204,-9.508,28.452,8.9629,8832,20060131,2005
AGX,0.525,-0.113,68.867,68.7828,8832,20070131,2006
AGX,0.424,-3.205,206.776,125.9874,8832,20080131,2007
AGX,0.524,10.019,220.926,151.0094,8832,20090131,2008
AGX,0.947,7.04,232.33,192.8644,8832,20100131,2009
AGX,0.188,7.774,182.592,126.0627,8832,20110131,2010
AGX,0.239,9.272,141.85,198.041,8832,20120131,2011
AGX,0.246,23.265,278.635,262.7112,8832,20130131,2012
AGX,0.359,40.125,227.455,405.8653,8832,20140131,2013
AGX,0.862,30.445,383.11,444.9287,8832,20150131,2014
AGX,1.188,36.345,411.675,446.8603,8832,20160131,2015
AHC,,,,,179288,20051231,
AHC,,15.179,817.733,,179288,20061231,2006
AHC,3.68,-347.012,738.668,,179288,20071231,2007
AHC,3.35,-62.303,637.314,44.6442,179288,20081231,2008
AHC,2.58,-107.895,518.348,119.5603,179288,20091231,2009
AHC,2.48,-124.235,487.308,185.2143,179288,20101231,2010
AHC,2.16,-10.933,461.503,102.505,179288,20111231,2011
AHC,2.05,0.526,440.046,102.2024,179288,20121231,2012
AHC,1.56,16.119,366.25,163.1,179288,20131231,2013
AHC,1.19,92.929,272.788,226.1283,179288,20141231,2014
AHC,1.16,-17.842,272.108,107.465,179288,20151231,2015
AHH,,,,,17626,20101231,2010
AHH,,2.266,130.18,,17626,20111231,2011
AHH,,8.897,108.482,,17626,20121231,2012
AHH,0.12,9.356,140.036,177.8326,17626,20131231,2013
AHH,0.137,7.691,168.067,237.4683,17626,20141231,2014
AHH,0.139,19.642,252.566,315.1965,17626,20151231,2015
AHL,0.36,-177.8,1644.7,,157353,20051231,2005
AHL,0.444,378.1,1859.5,,157353,20061231,2006
AHL,0.49,489,1996.2,,157353,20071231,2007
AHL,0.55,103.8,1882.5,,157353,20081231,2008
AHL,0.614,473.9,2055.1,,157353,20091231,2009
AHL,0.678,312.7,2181.1,2017.939,157353,20101231,2010
AHL,0.802,-105.6,2084.5,,157353,20111231,2011
AHL,0.835,280.6,2289.2,,157353,20121231,2012
AHL,0.945,329.8,2410.4,,157353,20131231,2013
AHL,0.998,355,2616.5,,157353,20141231,2014
AHL,1.121,322.3,2682.7,2942.3394,157353,20151231,2015
AHP,,,,,19084,20081231,2008
AHP,,,,,19084,20091231,2009
AHP,,,,,19084,20101231,2010
AHP,0,0.626,192.015,,19084,20111231,2011
AHP,0,-4.545,221.217,,19084,20121231,2012
AHP,0,-11.782,233.519,293.5478,19084,20131231,2013
AHP,0,1.939,307.335,419.8022,19084,20141231,2014
AHP,0,-6.712,346.652,412.844,19084,20151231,2015
AHT,0.041,9.437,332.677,459.7872,155754,20051231,2005
AHT,0.043,37.796,483.351,908.1404,155754,20061231,2006
AHT,0.066,30.16,1131.945,865.5034,155754,20071231,2007
AHT,0.066,129.194,1172.713,99.5383,155754,20081231,2008
AHT,0.067,-250.242,919.378,,155754,20091231,2009
AHT,0.067,-51.74,821.383,569.3404,155754,20101231,2010
AHT,0.075,2.109,904.41,,155754,20111231,2011
AHT,0.078,-53.78,901.898,716.267,155754,20121231,2012
AHT,0.083,-41.283,918.927,,155754,20131231,2013
AHT,0,-31.401,797.406,,155754,20141231,2014
AHT,0,270.939,1330.225,,155754,20151231,2015
AIG,97,10477,108340,,1487,20051231,2005
AIG,106,14048,113489,,1487,20061231,2006
AIG,116,6200,110250,,1487,20071231,2007
AIG,116,-99289,8062,,1487,20081231,2008
AIG,96,-10949,97260,,1487,20091231,2009
AIG,63,7786,76791,,1487,20101231,2010
AIG,57,17798,64353,44006.2472,1487,20111231,2011
AIG,63,3438,65890,,1487,20121231,2012
AIG,64,9085,67375,,1487,20131231,2013
AIG,65,7529,63004,77065.6713,1487,20141231,2014
AIG,66.4,2196,57817,73987.0365,1487,20151231,2015
AIN,5.9,71.852,978.71,1170.2099,14084,20051231,2005
AIN,6.15,58.039,1019.045,961.4327,14084,20061231,2006
AIN,6.1,17.782,1092.977,1097.1212,14084,20071231,2007
AIN,5.8,-75.748,1086.517,384.6736,14084,20081231,2008
AIN,4.7,-32.38,871.045,693.7445,14084,20091231,2009
AIN,5,37.636,914.356,738.9859,14084,20101231,2010
AIN,4.3,34.938,814.696,723.6098,14084,20111231,2011
AIN,4,30.977,760.941,712.3788,14084,20121231,2012
AIN,4.1,17.517,757.414,1141.4602,14084,20131231,2013
AIN,4,41.569,745.345,1210.3994,14084,20141231,2014
AIN,3.9,57.279,709.868,1170.2945,14084,20151231,2015
AIR,2.6,15.453,747.848,522.6794,1004,20050531,2004
AIR,3.3,35.163,897.284,882.6283,1004,20060531,2005
AIR,3.9,58.66,1061.169,1226.1925,1004,20070531,2006
AIR,5.4,75.144,1384.919,747.5434,1004,20080531,2007
AIR,5.3,78.651,1423.976,571.5948,1004,20090531,2008
AIR,5.8,44.628,1352.151,777.8348,1004,20100531,2009
AIR,6.1,69.826,1775.782,1049.8206,1004,20110531,2010
AIR,6.7,67.723,2074.498,485.2897,1004,20120531,2011
AIR,6.3,55,2167.1,790.0029,1004,20130531,2012
AIR,5.8,72.9,2035,961.308,1004,20140531,2013
AIR,4.85,10.2,1594.3,1046.3954,1004,20150531,2014
AIR,4.7,47.7,1662.6,842.5112,1004,20160531,2015
AIT,4.441,55.339,1717.055,968.7323,2101,20050630,2005
AIT,4.683,72.299,1900.78,1071.2688,2101,20060630,2006
AIT,4.635,86.022,2014.109,1271.922,2101,20070630,2007
AIT,4.805,95.456,2089.456,1022.1493,2101,20080630,2008
AIT,4.729,42.26,1923.148,832.9948,2101,20090630,2009
AIT,4.468,65.903,1893.208,1072.9603,2101,20100630,2010
AIT,4.64,96.759,2212.849,1517.0572,2101,20110630,2011
AIT,4.664,108.779,2375.445,1546.484,2101,20120630,2012
AIT,5.109,118.149,2462.171,2038.0278,2101,20130630,2013
AIT,5.472,112.821,2459.878,2108.491,2101,20140630,2014
