tic,emp (000),ni M$,sale M$,mkvalt M$,gvkey,datadate,fyear
INN,0.04,124.437,464.453,1037.1883,185396,20151231,2015
INT,0.647,39.609,8733.947,922.9164,12471,20051231,2005
INT,0.743,63.948,10785.136,1266.5765,12471,20061231,2006
INT,0.916,64.773,13729.555,829.6484,12471,20071231,2007
INT,1.164,105.039,18509.403,1083.915,12471,20081231,2008
INT,1.249,117.139,11295.177,1590.9242,12471,20091231,2009
INT,1.499,146.865,19131.147,2516.8083,12471,20101231,2010
INT,1.798,194.029,34622.854,2987.0449,12471,20111231,2011
INT,2.49,189.345,38945.338,2970.292,12471,20121231,2012
INT,2.758,203.075,41561.947,3102.4703,12471,20131231,2013
INT,4.041,221.747,43386.389,3382.8083,12471,20141231,2014
INT,4.7,186.9,30379.7,2722.5065,12471,20151231,2015
INVN,,,,,185180,20070331,2006
INVN,,,,,185180,20080331,2007
INVN,,,,,185180,20090331,2008
INVN,,15.142,79.556,,185180,20100331,2009
INVN,,9.347,96.547,,185180,20110331,2010
INVN,0.263,36.947,152.967,1464.109,185180,20120331,2011
INVN,0.326,51.705,208.634,907.5864,185180,20130331,2012
INVN,0.476,6.119,252.533,2090.8184,185180,20140331,2013
INVN,0.644,-1.08,372.019,1382.4977,185180,20150331,2014
INVN,0.632,-21.21,418.395,781.284,185180,20160331,2015
IO,0.804,18.779,362.682,560.7409,23810,20051231,2005
IO,1.015,29.341,503.556,1092.0765,23810,20061231,2006
IO,1.201,42.644,713.111,1480.9214,23810,20071231,2007
IO,1.413,-221.038,679.523,341.7035,23810,20081231,2008
IO,1.128,-110.059,419.781,702.6389,23810,20091231,2009
IO,0.915,-36.838,444.322,1296.3461,23810,20101231,2010
IO,0.937,24.774,454.621,953.0924,23810,20111231,2011
IO,1.071,63.315,526.317,1017.8841,23810,20121231,2012
IO,1.072,-245.86,549.167,540.3354,23810,20131231,2013
IO,0.879,-128.252,509.558,452.331,23810,20141231,2014
IO,0.56,-25.122,221.513,80.7677,23810,20151231,2015
IP,68.7,1100,24097,16482.344,6104,20051231,2005
IP,60.6,1050,21995,15464.35,6104,20061231,2006
IP,51.5,1168,21890,13765.3856,6104,20071231,2007
IP,61.7,-1282,24829,5044.4764,6104,20081231,2008
IP,56.1,663,23366,11600.0248,6104,20091231,2009
IP,59.5,644,25179,11921.2319,6104,20101231,2010
IP,61.5,1341,26034,12933.7496,6104,20111231,2011
IP,70,794,27833,17524.859,6104,20121231,2012
IP,69,1395,29080,21394.4366,6104,20131231,2013
IP,58,555,23617,22510.0296,6104,20141231,2014
IP,56,938,22365,15537.678,6104,20151231,2015
IPG,43,-262.9,6274.3,4148.535,6136,20051231,2005
IPG,42,-31.7,6190.8,5735.664,6136,20061231,2006
IPG,43,167.6,6554.2,3821.432,6136,20071231,2007
IPG,45,295,6962.7,1887.336,6136,20081231,2008
IPG,40,121.3,6027.6,3587.418,6136,20091231,2009
IPG,41,261.1,6531.9,5194.242,6136,20101231,2010
IPG,42,532.3,7014.6,4373.635,6136,20111231,2011
IPG,43.3,446.7,6956.2,4600.85,6136,20121231,2012
IPG,45.4,267.9,7122.3,7513.65,6136,20131231,2013
IPG,47.4,477.1,7537.1,8594.626,6136,20141231,2014
IPG,49.2,454.6,7613.8,9386.496,6136,20151231,2015
IPHI,,,,,185112,20061231,2006
IPHI,,,,,185112,20071231,2007
IPHI,,-3.428,42.954,,185112,20081231,2008
IPHI,,7.329,58.852,,185112,20091231,2009
IPHI,0.166,26.131,83.193,504.0179,185112,20101231,2010
IPHI,0.165,1.931,79.297,333.4687,185112,20111231,2011
IPHI,0.192,-20.691,92.006,275.2334,185112,20121231,2012
IPHI,0.229,-13.178,102.664,390.1476,185112,20131231,2013
IPHI,0.446,-22.608,156.142,689.5073,185112,20141231,2014
IPHI,0.472,-13.551,246.616,1064.2908,185112,20151231,2015
IPI,,36.022,152.709,,179843,20061231,2006
IPI,0.734,29.684,213.459,,179843,20071231,2007
IPI,0.769,142.67,415.334,1554.5722,179843,20081231,2008
IPI,0.778,55.342,301.803,2188.8293,179843,20091231,2009
IPI,0.803,45.285,359.304,2800.8892,179843,20101231,2010
IPI,0.871,109.411,442.954,1701.957,179843,20111231,2011
IPI,0.935,87.443,451.316,1603.4138,179843,20121231,2012
IPI,0.993,22.275,336.312,1194.4152,179843,20131231,2013
IPI,0.928,9.761,410.389,1048.4536,179843,20141231,2014
IPI,0.893,-524.776,287.183,223.3239,179843,20151231,2015
IR,40,1054.2,10546.9,13350.359,5959,20051231,2005
IR,43,1032.5,11409.3,12003.6362,5959,20061231,2006
IR,35.56,3966.7,8763.1,12668.3726,5959,20071231,2007
IR,60,-2624.8,13227.4,5531.0586,5959,20081231,2008
IR,57,451.3,13195.3,11457.8866,5959,20091231,2009
IR,59,642.2,14079.1,15453.2899,5959,20101231,2010
IR,52,343.2,14782,9053.8863,5959,20111231,2011
IR,49,1018.6,14034.9,14177.2638,5959,20121231,2012
IR,42,618.8,12350.5,17414.32,5959,20131231,2013
IR,43,931.7,12891.4,16878.9821,5959,20141231,2014
IR,45,664.6,13300.7,14444.6231,5959,20151231,2015
IRC,0.078,47.255,188.711,998.3546,143689,20051231,2005
IRC,0.082,45.184,183.764,1217.9045,143689,20061231,2006
IRC,0.088,43.816,194.191,,143689,20071231,2007
IRC,0.106,33.281,195.125,863.144,143689,20081231,2008
IRC,0.103,8.212,154.349,,143689,20091231,2009
IRC,0.113,-0.263,162.664,772.9744,143689,20101231,2010
IRC,0.111,-7.184,159.102,,143689,20111231,2011
IRC,0.125,17.759,162.719,748.8871,143689,20121231,2012
IRC,0.129,111.684,191.267,1049.0649,143689,20131231,2013
IRC,0.141,39.175,213.524,1096.6535,143689,20141231,2014
IRC,0.15,25.531,214.7,1068.3508,143689,20151231,2015
IRET,0.042,15.076,156.447,,65640,20050430,2004
IRET,0.042,11.567,172.799,,65640,20060430,2005
IRET,0.059,14.11,199.761,,65640,20070430,2006
IRET,0.069,12.088,223.265,,65640,20080430,2007
IRET,0.081,8.526,240.613,,65640,20090430,2008
IRET,0.218,4.001,243.321,,65640,20100430,2009
IRET,0.383,20.082,237.666,757.7214,65640,20110430,2010
IRET,0.4,8.212,241.936,646.0023,65640,20120430,2011
IRET,0.422,25.53,259.628,,65640,20130430,2012
IRET,0.445,-13.174,267.39,,65640,20140430,2013
IRET,0.433,24.087,285.428,892.3495,65640,20150430,2014
IRET,0.486,72.006,190.576,,65640,20160430,2015
IRM,15.8,111.099,2078.155,5558.8119,62374,20051231,2005
IRM,18.6,128.863,2350.342,5487.4716,62374,20061231,2006
IRM,20.1,153.094,2730.035,7429.6549,62374,20071231,2007
IRM,21,82.037,3055.134,4993.7536,62374,20081231,2008
IRM,20.1,220.877,3013.595,4632.7297,62374,20091231,2009
IRM,19.4,-53.9,3127.549,5003.6006,62374,20101231,2010
IRM,17,395.538,3014.703,5301.9428,62374,20111231,2011
IRM,17.5,171.708,3005.255,5899.6863,62374,20121231,2012
IRM,19.5,97.262,3025.923,5809.8095,62374,20131231,2013
IRM,20,326.119,3117.693,8111.6025,62374,20141231,2014
IRM,20,123.241,3007.976,5708.2934,62374,20151231,2015
IT,3.622,-2.437,989.004,1474.9086,12441,20051231,2005
IT,3.784,58.192,1060.321,2059.4464,12441,20061231,2006
IT,4.006,73.553,1189.198,1739.0019,12441,20071231,2007
IT,4.198,103.871,1279.065,1673.8804,12441,20081231,2008
IT,4.305,82.964,1139.8,1729.6211,12441,20091231,2009
IT,4.461,96.285,1288.454,3186.8016,12441,20101231,2010
IT,4.975,136.902,1468.588,3245.5361,12441,20111231,2011
IT,5.468,165.903,1615.808,4296.4732,12441,20121231,2012
IT,5.997,182.801,1784.213,6534.1133,12441,20131231,2013
IT,6.758,183.766,2021.441,7370.0592,12441,20141231,2014
IT,7.834,175.635,2163.056,7468.0566,12441,20151231,2015
ITC,0.137,34.671,205.274,933.4026,163669,20051231,2005
ITC,0.223,33.223,223.622,1691.6004,163669,20061231,2006
ITC,0.302,73.296,426.249,2421.3771,163669,20071231,2007
ITC,0.392,109.208,617.877,2168.9304,163669,20081231,2008
ITC,0.413,130.9,621.015,2608.8756,163669,20091231,2009
ITC,0.433,145.678,696.843,3143.3777,163669,20101231,2010
ITC,0.452,171.685,757.397,3894.3892,163669,20111231,2011
ITC,0.503,187.876,830.535,4018.4706,163669,20121231,2012
ITC,0.539,233.506,941.272,5030.55,163669,20131231,2013
ITC,0.587,244.083,1023.048,6272.3506,163669,20141231,2014
ITC,0.637,242.406,1044.768,5993.4358,163669,20151231,2015
ITG,0.714,67.686,405.054,,30146,20051231,2005
ITG,1.069,97.923,586.254,,30146,20061231,2006
ITG,1.218,111.107,730.999,,30146,20071231,2007
ITG,1.323,114.642,762.983,,30146,20081231,2008
ITG,1.183,42.834,633.069,862.663,30146,20091231,2009
ITG,1.186,23.98,570.754,675.5244,30146,20101231,2010
ITG,1.188,-179.789,572.037,423.9574,30146,20111231,2011
ITG,1.047,-247.859,504.436,,30146,20121231,2012
ITG,1.001,31.085,530.801,,30146,20131231,2013
ITG,1.087,50.892,559.814,,30146,20141231,2014
ITG,1.037,91.57,527.104,563.2429,30146,20151231,2015
ITT,40.9,359.5,7427.3,9492.2396,5860,20051231,2005
ITT,37.5,581.1,7807.9,10398.9691,5860,20061231,2006
ITT,39.7,742.1,9003.3,11985.5996,5860,20071231,2007
ITT,40.8,794.7,11694.8,8356.383,5860,20081231,2008
ITT,40.2,643.7,10904.5,9097.446,5860,20091231,2009
ITT,40,798,10995,9588.24,5860,20101231,2010
ITT,8.5,-130,2119,1807.355,5860,20111231,2011
ITT,9,125.4,2227.8,2160.666,5860,20121231,2012
ITT,9.4,488.5,2496.9,3951.22,5860,20131231,2013
ITT,9.4,184.5,2654.6,3681.86,5860,20141231,2014
ITT,9.7,351.8,2485.6,3250.64,5860,20151231,2015
ITW,50,1494.869,12921.792,24708.7359,5878,20051231,2005
ITW,55,1717.746,14055.049,25808.6625,5878,20061231,2006
ITW,60,1869.862,16170.611,28381.3934,5878,20071231,2007
ITW,65,1519.003,15869.354,17493.9808,5878,20081231,2008
ITW,59,947.009,13877.068,24107.1046,5878,20091231,2009
ITW,61,1527.193,15870.376,26579.583,5878,20101231,2010
ITW,65,2071.384,17786.583,22589.3297,5878,20111231,2011
ITW,60,2870,17924,27671.7121,5878,20121231,2012
ITW,51,1679,14135,36174.2429,5878,20131231,2013
ITW,49,2946,14484,36264.0392,5878,20141231,2014
ITW,48,1899,13405,33711.0525,5878,20151231,2015
IVC,6.1,48.852,1529.732,999.776,6158,20051231,2005
IVC,6,-317.774,1498.035,785.0354,6158,20061231,2006
IVC,5.7,1.19,1602.237,807.3576,6158,20071231,2007
IVC,6.1,38.551,1755.694,498.7507,6158,20081231,2008
IVC,5.9,41.179,1693.136,806.1855,6158,20091231,2009
IVC,6.3,25.341,1722.081,974.9522,6158,20101231,2010
IVC,6.2,-4.113,1801.13,486.5431,6158,20111231,2011
IVC,6.2,1.827,1455.461,520.0189,6158,20121231,2012
IVC,5.4,33.051,1352.359,742.9753,6158,20131231,2013
IVC,5.2,-56.07,1270.163,538.2809,6158,20141231,2014
IVC,4.7,-26.19,1142.338,566.288,6158,20151231,2015
IVR,0,,,,180228,20081231,2008
IVR,0,15.094,23.6,,180228,20091231,2009
IVR,0,98.399,142.505,,180228,20101231,2010
IVR,0,281.915,456.653,,180228,20111231,2011
IVR,0,339.885,573.999,,180228,20121231,2012
IVR,0,141.62,687.705,,180228,20131231,2013
IVR,0,-228.106,681.384,,180228,20141231,2014
IVR,0,103.97,658.069,1407.7394,180228,20151231,2015
IVZ,6.261,212.24,2173.237,,29804,20051231,2005
IVZ,5.574,490.1,2414.6,,29804,20061231,2006
IVZ,5.475,673.6,3878.9,,29804,20071231,2007
IVZ,5.325,481.7,3307.6,,29804,20081231,2008
IVZ,4.89,322.5,2627.3,,29804,20091231,2009
IVZ,5.617,465.7,3487.7,,29804,20101231,2010
IVZ,6.162,729.7,4092.2,,29804,20111231,2011
IVZ,6.128,677.1,4177,,29804,20121231,2012
IVZ,5.932,940.3,4644.6,,29804,20131231,2013
IVZ,6.264,988.1,5147.1,16989.648,29804,20141231,2014
IVZ,6.49,968.1,5122.9,13977.9,29804,20151231,2015
IX,13.734,852,8539,,15668,20050331,2004
IX,15.067,1416,8069,,15668,20060331,2005
IX,16.662,1665,9679,,15668,20070331,2006
IX,18.702,1693,11519,,15668,20080331,2007
IX,18.92,223,10952,,15668,20090331,2008
IX,17.725,404.251,9987.591,,15668,20100331,2009
IX,17.578,812.893,11721.967,,15668,20110331,2010
IX,17.488,1045.383,11805.412,,15668,20120331,2011
IX,19.043,1188.498,11317.312,,15668,20130331,2012
IX,25.977,1813.886,13028.268,,15668,20140331,2013
IX,31.035,1958.553,18125.067,,15668,20150331,2014
IX,33.333,2314.259,21074.56,,15668,20160331,2015
JAH,17.5,60.716,3189.066,2052.1899,27980,20051231,2005
JAH,20,106,3846.3,2490.964,27980,20061231,2006
JAH,25,28.1,4660.1,1813.248,27980,20071231,2007
JAH,20,-58.9,5383.3,869.4,27980,20081231,2008
JAH,20,128.7,5152.6,2788.082,27980,20091231,2009
JAH,24,106.7,6022.7,2833.866,27980,20101231,2010
JAH,23,204.7,6679.9,2716.092,27980,20111231,2011
JAH,25,243.9,6696.1,4042.94,27980,20121231,2012
JAH,33,203.9,7355.9,7914.15,27980,20131231,2013
JAH,33,242.5,8287.1,9192.96,27980,20141231,2014
JAH,40,146.5,8603.9,12554.976,27980,20151231,2015
JBL,40,231.847,7524.386,6020.2445,28195,20050831,2005
JBL,,164.518,10265.447,5444.6656,28195,20060831,2006
JBL,61,73.236,12290.592,4541.565,28195,20070831,2007
JBL,61,133.892,12779.703,3479.5668,28195,20080831,2008
JBL,61,-1165.212,11684.538,2277.8519,28195,20090831,2009
JBL,69,168.84,13409.411,2157.5943,28195,20100831,2010
JBL,121,381.063,16518.827,3427.5765,28195,20110831,2011
JBL,141,394.687,17151.941,4693.3406,28195,20120831,2012
JBL,177,371.482,18336.894,4636.2253,28195,20130831,2013
JBL,142,241.313,15762.146,4188.9801,28195,20140831,2014
JBL,161,284.019,17899.196,3716.5158,28195,20150831,2015
JBL,138,254.095,18353.086,3962.4876,28195,20160831,2016
JBT,,,,,180466,20061231,2006
JBT,,36.4,978,,180466,20071231,2007
JBT,3.4,44.2,1028.1,225.0018,180466,20081231,2008
JBT,3.3,32.8,841.6,469.6631,180466,20091231,2009
JBT,3.3,37.3,880.4,567.3842,180466,20101231,2010
JBT,3.3,30.5,955.8,440.1968,180466,20111231,2011
JBT,3.2,36.2,917.3,510.5676,180466,20121231,2012
JBT,3.3,33.1,934.2,849.9541,180466,20131231,2013
JBT,3.5,30.8,984.2,955.9631,180466,20141231,2014
JBT,4.2,55.9,1107.3,1452.395,180466,20151231,2015
JCI,114,909.4,27479.4,11967.6456,6268,20050930,2005
JCI,136,1028,32235,14044.8268,6268,20060930,2006
JCI,140,1252,34624,23376.5674,6268,20070930,2007
JCI,140,979,38062,17918.873,6268,20080930,2008
JCI,130,-338,28497,17087.6779,6268,20090930,2009
JCI,137,1491,34305,20548.6735,6268,20100930,2010
JCI,162,1624,40833,17935.9247,6268,20110930,2011
JCI,170,1226,41955,18695.2392,6268,20120930,2012
JCI,170,1178,42730,28408.244,6268,20130930,2013
JCI,168,1215,42828,29281.868,6268,20140930,2014
JCI,139,1563,37179,26775.0991,6268,20150930,2015
JCI,209,-868,37674,43542.5879,6268,20160930,2016
JCP,151,524,18424,11577.12,8446,20050131,2004
JCP,151,1088,18781,13001.4,8446,20060131,2005
JCP,155,1153,19903,18360.24,8446,20070131,2006
JCP,155,1111,19860,10511.7,8446,20080131,2007
JCP,147,572,18486,3718.5,8446,20090131,2008
JCP,154,251,17556,5859.88,8446,20100131,2009
JCP,156,389,17759,7590.969,8446,20110131,2010
JCP,159,-152,17260,8970.645,8446,20120131,2011
JCP,116,-985,12985,4458.369,8446,20130131,2012
JCP,117,-1388,11859,1803.232,8446,20140131,2013
JCP,114,-771,12257,2216.623,8446,20150131,2014
JCP,105,-513,12625,2222.286,8446,20160131,2015
JEC,38.6,151.02,5635.001,3917.962,6216,20050930,2005
JEC,43.8,196.883,7421.27,4408.7711,6216,20060930,2006
JEC,49.2,287.13,8473.97,9086.3788,6216,20070930,2007
JEC,57.1,420.742,11252.159,6663.8913,6216,20080930,2008
JEC,53.2,399.854,11467.376,5708.3685,6216,20090930,2009
JEC,52.2,245.974,9941.411,4872.6783,6216,20100930,2010
JEC,60.2,331.029,10381.664,4126.1777,6216,20110930,2011
JEC,63.4,378.954,10893.778,5253.3125,6216,20120930,2012
JEC,66.5,423.093,11818.376,7658.757,6216,20130930,2013
JEC,66.3,328.108,12695.157,6432.1815,6216,20140930,2014
JEC,64,302.971,12114.832,4609.6168,6216,20150930,2015
JEC,54.9,210.463,10964.157,6255.5857,6216,20160930,2016
JHX,3.122,126.9,1210.4,,100477,20050331,2004
JHX,3.303,-506.7,1488.5,,100477,20060331,2005
JHX,2.944,151.7,1542.9,,100477,20070331,2006
JHX,2.882,-71.6,1468.8,,100477,20080331,2007
JHX,2.306,136.3,1202.6,,100477,20090331,2008
JHX,2.511,-84.9,1124.6,,100477,20100331,2009
JHX,2.54,-347,1167,,100477,20110331,2010
JHX,2.604,604.3,1237.5,,100477,20120331,2011
JHX,2.738,45.5,1321.3,,100477,20130331,2012
JHX,3.14,99.5,1493.8,,100477,20140331,2013
JHX,3.178,291.3,1656.9,,100477,20150331,2014
JHX,3.257,244.4,1728.2,,100477,20160331,2015
JLL,22,103.672,1390.61,1573.5382,65108,20051231,2005
JLL,25.5,176.401,2013.578,,65108,20061231,2006
JLL,32.7,257.832,2652.075,,65108,20071231,2007
JLL,36.2,84.883,2697.586,,65108,20081231,2008
JLL,36.6,-3.595,2480.736,,65108,20091231,2009
JLL,40.3,153.902,2925.613,3580.0272,65108,20101231,2010
JLL,45.5,164.384,3584.544,2662.9722,65108,20111231,2011
JLL,48,208.05,3932.83,,65108,20121231,2012
JLL,52.7,269.865,4461.591,,65108,20131231,2013
JLL,58.1,386.063,5429.603,6721.212,65108,20141231,2014
JLL,61.5,438.672,5965.671,7201.693,65108,20151231,2015
JMP,0.187,3.388,86.806,,177255,20061231,2006
JMP,0.202,-105.158,97.865,174.9085,177255,20071231,2007
JMP,0.191,-10.646,76.589,113.6085,177255,20081231,2008
JMP,0.224,10.81,180.05,,177255,20091231,2009
JMP,0.215,8.861,179.716,,177255,20101231,2010
JMP,0.217,-2.511,148.252,,177255,20111231,2011
JMP,0.224,2.757,141.386,137.1334,177255,20121231,2012
JMP,0.235,3.628,181.962,161.4606,177255,20131231,2013
JMP,0.235,13.352,206.34,161.6659,177255,20141231,2014
JMP,0.247,-0.208,172.074,116.2052,177255,20151231,2015
JNJ,115.6,10411,50434,178766.1278,6266,20051231,2005
JNJ,122.2,11053,53194,191011.0446,6266,20061231,2006
JNJ,119.2,10576,61035,189442.8741,6266,20071231,2007
JNJ,118.7,12949,63747,165679.9197,6266,20081231,2008
JNJ,115.5,12266,61897,177405.8156,6266,20091231,2009
JNJ,114,13334,61587,169351.2995,6266,20101231,2010
JNJ,117.9,9672,65030,178663.7255,6266,20111231,2011
JNJ,127.6,10853,67224,194772.0789,6266,20121231,2012
JNJ,128.1,13831,71312,258341.3185,6266,20131231,2013
JNJ,126.5,16323,74331,291041.6291,6266,20141231,2014
JNJ,127.1,15409,70074,283010.2406,6266,20151231,2015
JNPR,4.145,354.029,2063.957,12671.8189,121718,20051231,2005
JNPR,4.833,-1001.437,2303.58,10781.292,121718,20061231,2006
JNPR,5.879,360.83,2836.088,17357.458,121718,20071231,2007
JNPR,7.014,511.749,3572.376,9223.4275,121718,20081231,2008
JNPR,7.231,116.999,3315.912,13850.8245,121718,20091231,2009
JNPR,8.772,618.402,4093.266,19396.9558,121718,20101231,2010
JNPR,9.129,425.136,4448.709,10744.0077,121718,20111231,2011
JNPR,9.234,186.5,4365.4,10000.228,121718,20121231,2012
JNPR,9.483,439.8,4669.1,11176.664,121718,20131231,2013
JNPR,8.806,-334.3,4627.1,9289.584,121718,20141231,2014
JNPR,9.058,633.7,4857.8,10598.4,121718,20151231,2015
JNS,1.457,87.8,953.1,,137232,20051231,2005
JNS,1.518,133.6,1026.7,,137232,20061231,2006
JNS,1.213,116.3,1117,,137232,20071231,2007
JNS,1.164,136.9,1037.9,1267.8567,137232,20081231,2008
JNS,1.126,-757.1,848.7,,137232,20091231,2009
JNS,1.119,159.9,1015.7,,137232,20101231,2010
JNS,1.125,142.9,981.9,,137232,20111231,2011
JNS,1.156,102.3,850,1597.6874,137232,20121231,2012
JNS,1.194,114.7,880.6,,137232,20131231,2013
JNS,1.209,154.4,953.2,,137232,20141231,2014
JNS,1.272,155.8,1076.2,2587.7835,137232,20151231,2015
JOE,1.362,126.658,938.192,,12544,20051231,2005
JOE,1.083,51.02,748.192,,12544,20061231,2006
JOE,0.337,39.207,377.037,,12544,20071231,2007
JOE,0.194,-35.883,263.99,2242.4013,12544,20081231,2008
JOE,0.143,-130.019,138.257,,12544,20091231,2009
JOE,0.118,-35.864,99.54,2023.4411,12544,20101231,2010
JOE,0.075,-330.279,94.985,1352.6342,12544,20111231,2011
JOE,0.074,6.012,139.396,,12544,20121231,2012
JOE,0.067,4.99,131.256,1771.1027,12544,20131231,2013
JOE,0.061,406.453,701.873,1697.4522,12544,20141231,2014
JOE,0.055,-1.731,103.871,1394.3583,12544,20151231,2015
JONE,,,,,18109,20101231,2010
JONE,,61.13,168.283,,18109,20111231,2011
JONE,0.073,-2.501,149.814,,18109,20121231,2012
JONE,0.091,-2.186,259.169,181.391,18109,20131231,2013
JONE,0.104,40.868,380.597,144.3365,18109,20141231,2014
JONE,0.116,-2.381,197.399,117.6214,18109,20151231,2015
JPEP,,,,,20537,20101231,2010
JPEP,,,,,20537,20111231,2011
JPEP,,,,,20537,20121231,2012
JPEP,,-14.221,2102.233,,20537,20131231,2013
JPEP,0,-53.023,1693.634,445.2576,20537,20141231,2014
JPEP,0,-58.656,680.585,180.0376,20537,20151231,2015
JPM,168.847,8483,79902,138386.6864,2968,20051231,2005
JPM,174.36,14444,99302,167199.3372,2968,20061231,2006
JPM,180.667,15365,116353,146986.268,2968,20071231,2007
JPM,224.961,5605,101491,117695.2155,2968,20081231,2008
JPM,222.316,11728,115632,164261.4315,2968,20091231,2009
JPM,239.831,17370,115475,165874.6715,2968,20101231,2010
JPM,260.157,18976,110838,125441.9758,2968,20111231,2011
JPM,258.965,21284,107084,167256.3459,2968,20121231,2012
JPM,251.196,17923,105790,219657.1958,2968,20131231,2013
JPM,241.359,21762,102102,232471.4956,2968,20141231,2014
JPM,234.598,24442,100492,241899.2543,2968,20151231,2015
JWN,49.7,393.45,7304.33,6545.8363,7922,20050131,2004
JWN,51.4,551.339,7919.214,11245.5843,7922,20060131,2005
JWN,52.9,677.999,8793.637,14334.9072,7922,20070131,2006
JWN,55,715,9120,8585.85,7922,20080131,2007
JWN,52,401,8573,2733.426,7922,20090131,2008
JWN,53,441,8627,7519.358,7922,20100131,2009
JWN,54,613,9700,8977.24,7922,20110131,2010
JWN,56.5,683,10877,10251.288,7922,20120131,2011
JWN,61,735,12148,10880.31,7922,20130131,2012
JWN,62.5,734,12540,10984.44,7922,20140131,2013
JWN,67,720,13506,14485.62,7922,20150131,2014
JWN,72.5,600,14437,8518.85,7922,20160131,2015
K,25.606,980.4,10177.2,17518.3626,6375,20051231,2005
K,25.856,1004.1,10906.7,19908.7118,6375,20061231,2006
K,26.494,1103,11776,20450.3739,6375,20071231,2007
K,32.394,1148,12822,16744.6049,6375,20081231,2008
K,30.949,1212,12575,20289.416,6375,20091231,2009
K,30.645,1247,12397,18675.0523,6375,20101231,2010
K,30.671,1231,13198,18068.7621,6375,20111231,2011
K,31.006,961,14197,20176.7061,6375,20121231,2012
K,30.277,1807,14797,22156.3181,6375,20131231,2013
K,29.79,632,14583,23296.8363,6375,20141231,2014
K,33.577,614,13472,25296.2345,6375,20151231,2015
KAI,1.4,6.877,243.713,250.6565,25922,20051231,2005
KAI,2,17.097,341.613,341.0274,25922,20061231,2006
KAI,2,22.668,366.496,428.1678,25922,20071231,2007
KAI,1.8,-22.558,329.158,169.174,25922,20081231,2008
KAI,1.6,-5.924,225.565,197.9838,25922,20091231,2009
KAI,1.6,18.507,270.029,288.8504,25922,20101231,2010
KAI,1.7,33.575,335.46,263.1804,25922,20111231,2011
KAI,1.6,31.623,331.751,295.0828,25922,20121231,2012
KAI,1.8,23.419,344.499,449.7315,25922,20131231,2013
KAI,1.8,28.659,402.127,463.7842,25922,20141231,2014
KAI,1.8,34.389,390.107,437.4915,25922,20151231,2015
KAMN,3.712,13.028,1101.196,470.6895,6326,20051231,2005
KAMN,3.906,31.786,1206.154,540.5618,6326,20061231,2006
KAMN,3.618,55.919,1086.031,925.5506,6326,20071231,2007
KAMN,4.294,35.599,1253.595,461.7892,6326,20081231,2008
KAMN,4.032,32.649,1146.231,594.9369,6326,20091231,2009
KAMN,4.269,38.324,1318.513,756.5758,6326,20101231,2010
KAMN,4.614,51.142,1498.153,716.7948,6326,20111231,2011
KAMN,5.007,55.025,1592.828,979.0272,6326,20121231,2012
KAMN,4.743,57.1,1681.806,1067.1081,6326,20131231,2013
KAMN,4.797,57.872,1794.962,1087.7219,6326,20141231,2014
KAMN,5.258,60.438,1775.125,1103.4208,6326,20151231,2015
KAR,,,,,183581,20071231,2007
KAR,,-216.2,1771.4,,183581,20081231,2008
KAR,12.648,23.2,1729.6,1854.8929,183581,20091231,2009
KAR,12.558,69.6,1815,1869.8172,183581,20101231,2010
KAR,12.215,72.2,1886.3,1839.6585,183581,20111231,2011
KAR,12.069,92,1963.4,2765.9579,183581,20121231,2012
KAR,12.3,67.7,2173.3,4108.2774,183581,20131231,2013
KAR,12.6,169.3,2364.5,4896.5994,183581,20141231,2014
KAR,14.4,214.6,2639.6,5102.5489,183581,20151231,2015
KBH,6.7,842.421,9441.65,5713.1165,12689,20051130,2005
KBH,5.1,482.351,11003.792,3981.629,12689,20061130,2006
KBH,3.1,-929.414,6416.526,1615.2566,12689,20071130,2007
KBH,1.6,-976.131,3033.936,903.7324,12689,20081130,2008
KBH,1.4,-101.784,1824.85,1041.2362,12689,20091130,2009
KBH,1.3,-69.368,1589.996,869.761,12689,20101130,2010
KBH,1.2,-178.768,1315.866,566.4792,12689,20111130,2011
KBH,1.2,-58.953,1560.115,1108.9079,12689,20121130,2012
KBH,1.43,39.963,2097.13,1468.0499,12689,20131130,2013
KBH,1.59,918.349,2400.949,1615.6494,12689,20141130,2014
KBH,1.68,84.643,3032.03,1300.1688,12689,20151130,2015
KBR,56,168,9626,4385.5409,174310,20061231,2006
KBR,52,302,8642,6584.748,174310,20071231,2007
KBR,57,319,11493,2458.2352,174310,20081231,2008
KBR,51,290,12060,3046.916,174310,20091231,2009
KBR,35,327,9962,4604.992,174310,20101231,2010
KBR,27,480,9103,4128.7454,174310,20111231,2011
KBR,27,144,7798,4415.7432,174310,20121231,2012
KBR,27,75,7214,4725.9386,174310,20131231,2013
KBR,25,-1262,6366,2454.9872,174310,20141231,2014
KBR,22,203,5096,2403.6214,174310,20151231,2015
KCG,,,,,18246,20091231,2009
KCG,,,,,18246,20101231,2010
KCG,,,,,18246,20111231,2011
KCG,,,,,18246,20121231,2012
KCG,1.229,120.088,902.923,1461.9665,18246,20131231,2013
KCG,1.093,61.102,1305.225,1361.419,18246,20141231,2014
KCG,1.006,249.104,1613.904,1109.8204,18246,20151231,2015
KED,0,,,223.2,175575,20061130,2006
KED,0,15.38,11.496,,175575,20071130,2007
KED,0.006,-66.863,6.973,,175575,20081130,2008
